goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque
BenchmarkFillImpl7Queue/0-4         	50000000	        36.9 ns/op	      48 B/op	       1 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      50	  38295432 ns/op	32276800 B/op	 1016200 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  38966774 ns/op	32276804 B/op	 1016200 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      50	  39963487 ns/op	32276800 B/op	 1016200 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  39468501 ns/op	32276801 B/op	 1016200 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  37615169 ns/op	32276801 B/op	 1016200 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 395845720 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 437818451 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 521892238 ns/op	322708848 B/op	10157000 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       2	 687538353 ns/op	322708824 B/op	10157000 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 413946409 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 390082521 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 443554525 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 403242853 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 391163185 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 391451813 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	        98.3 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	       102 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	        95.9 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	       104 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	       111 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	        97.6 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	        95.4 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	        97.1 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	        94.5 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	20000000	        94.0 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 2000000	       931 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1086 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1073 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 2000000	       990 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 2000000	      1008 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 2000000	       939 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1046 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1034 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 2000000	      1055 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 2000000	       964 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	      9563 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	      9407 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	      9452 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	     10174 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	      9961 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	      9785 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	      9579 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	     10884 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	      9194 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  200000	      9946 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   20000	     91287 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   20000	     93053 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   20000	     93285 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    111146 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   20000	     92848 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    103234 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   20000	     96360 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   20000	     93675 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   20000	     92491 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   20000	     93878 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	    935330 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	    939567 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	    960366 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	    942260 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	    974131 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	   1024262 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	    951051 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	   1026513 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	   1104175 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    2000	    969999 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  12276582 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  11194146 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  11334245 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  13092081 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  11493499 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     200	   9533315 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     200	   9382654 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     200	   9133868 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     200	  10103876 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     200	   9474509 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  95233804 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  93632536 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  91765548 ns/op	64000004 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  90452448 ns/op	64000004 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  90936156 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  98861904 ns/op	64000024 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  94070600 ns/op	64000004 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  91013331 ns/op	64000004 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  90905402 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      20	  91653025 ns/op	64000004 B/op	 3000000 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	10000000	       227 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5000000	       237 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	10000000	       226 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	10000000	       231 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	10000000	       225 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	10000000	       229 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	10000000	       224 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	10000000	       235 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5000000	       233 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	10000000	       229 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1571 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1572 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1578 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1583 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1579 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1567 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1640 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1702 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1645 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	 1000000	      1654 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      8027 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      7944 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      8382 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      8009 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      7890 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      7775 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      7699 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      7909 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      7799 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  200000	      7760 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     72208 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     70744 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     70443 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     71331 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     70593 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     72525 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     71186 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     72505 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     72081 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   20000	     75200 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    779362 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    720973 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    733024 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    727223 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    719291 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    741402 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    710205 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    717960 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    706412 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    2000	    726696 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   8111051 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   8381984 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   9256226 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   8126668 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   8531519 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   8519296 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   8871692 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   8496089 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   8134722 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     200	   8619434 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  93675182 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  97076834 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  91554445 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  91314123 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  97554206 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  89682126 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  91221539 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  93579250 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  94424854 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      20	  93627843 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        38.1 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        38.5 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        38.1 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        38.6 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        37.1 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        37.9 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        37.3 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        37.3 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        39.9 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	50000000	        42.6 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/10-4               	 5000000	       383 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 5000000	       380 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 5000000	       383 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 5000000	       377 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 5000000	       374 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3000000	       401 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 5000000	       411 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 5000000	       386 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 5000000	       400 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 5000000	       417 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/100-4              	  300000	      3790 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  500000	      3928 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  300000	      3751 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  500000	      3843 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  500000	      4341 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  300000	      4454 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  300000	      4639 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  500000	      3884 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  500000	      3779 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  500000	      4923 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   30000	     43294 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   50000	     41691 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   50000	     44234 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   30000	     40545 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   50000	     38685 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   50000	     37508 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   30000	     38262 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   50000	     37395 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   50000	     38092 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   50000	     36693 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    5000	    374616 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    5000	    386178 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    5000	    396263 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    5000	    395006 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3000	    388528 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    5000	    399012 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    5000	    378487 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    5000	    380045 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    5000	    378725 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3000	    377722 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     500	   4274119 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     300	   3954271 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     300	   4011404 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     500	   3637108 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     500	   3758999 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     500	   3794585 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     500	   3865577 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     500	   3702904 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     500	   3723408 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     500	   3741209 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      30	  37273748 ns/op	32250003 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      50	  39897756 ns/op	32250003 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      30	  39416005 ns/op	32250003 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      50	  38330620 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      50	  37926612 ns/op	32250001 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      30	  40553602 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      30	  37966470 ns/op	32250003 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      30	  37259744 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      50	  36705002 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      50	  37441965 ns/op	32250000 B/op	 1015625 allocs/op
PASS
ok  	github.com/ef-ds/deque	935.041s
