goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque
BenchmarkFillListQueue/0-4         	30000000	        41.0 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     300	   5068008 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     300	   5230079 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     300	   5636562 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     200	   6472316 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     300	   5109936 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  80118474 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  74061684 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  77151112 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  74777651 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  73561568 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  76267111 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  75060718 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  74625159 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  76290012 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      20	  75280532 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 892644815 ns/op	448000048 B/op	14000001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 916398898 ns/op	448000096 B/op	14000001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 831160775 ns/op	448000096 B/op	14000001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 888953482 ns/op	448000096 B/op	14000001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	1038947835 ns/op	448000096 B/op	14000001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 962965840 ns/op	448000048 B/op	14000001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 942852397 ns/op	448000048 B/op	14000001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	1049259586 ns/op	448000096 B/op	14000001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 929117647 ns/op	448000048 B/op	14000001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 953795818 ns/op	448000096 B/op	14000001 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8632 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8049 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8444 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8276 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8315 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8142 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8189 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8053 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8031 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  200000	      8002 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     85095 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     79829 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     82981 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     83115 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     81158 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     80977 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     82117 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     79569 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     80055 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   20000	     79956 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    802890 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    799371 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    779552 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    809371 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    812102 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    780587 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    803290 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    824587 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    811517 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    2000	    803385 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   8402082 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   8081567 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   9117784 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   9001064 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   8752362 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   8428354 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   7960725 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   8100445 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   8059980 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     200	   7886742 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  85221013 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  92745252 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  85780815 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  86693653 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  82844223 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  84186229 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  84468064 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  90326712 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  88444032 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      20	  84885642 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1644489962 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1641867176 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1605167060 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1531063710 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1711339453 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1618318204 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1550199732 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1504012200 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1576091211 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1699747547 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8319 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8066 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8375 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8266 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8276 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8223 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8721 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8159 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8596 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  200000	      8254 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     88438 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     83637 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     83297 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     85517 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     84958 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     82043 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     82835 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     84521 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     82566 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   20000	     84918 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    839764 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    840502 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    815791 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    829594 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    831973 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    836819 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    815712 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    850601 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    820371 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    2000	    826731 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   8494601 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   8380680 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   8359697 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   8339254 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   8480711 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   8241375 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   8346764 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   8821769 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   9754906 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     200	   9470388 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 111978962 ns/op	64000019 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      20	  86905119 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      20	  96620934 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      20	 105484735 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 100123482 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      20	  98835585 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      20	  96166961 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      20	  94946288 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      20	  94124556 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      20	  93568114 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1607497417 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1672320462 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1528855324 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1554110532 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1659113885 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1569353332 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1737092015 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1480406335 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1741334008 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1640070966 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      7552 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      7179 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      7367 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      7666 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      7331 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      7201 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      7176 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      7469 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      9642 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  200000	      7287 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     73271 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     68522 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     81619 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     77511 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     75586 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     72511 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     72623 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     74380 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     68900 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   20000	     76751 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    730397 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    717271 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    717398 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    735912 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    696114 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    708584 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    712512 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    719520 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    708013 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    2000	    677364 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   7227309 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   9487534 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   8326797 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   6953032 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   7292747 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   7070977 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   7173328 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   7161592 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   7314350 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     200	   6833681 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  80939703 ns/op	64000007 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  81413114 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  74294948 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  69628257 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  82912895 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  78021974 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  75384765 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  74667304 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  72371631 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/10000-4            	      20	  69447237 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	2044743804 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	2221377684 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	2040066452 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	2297717713 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	2011816235 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	2031734287 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	2127419927 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1835289192 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	2054251325 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1995762761 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7653 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7367 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7331 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7469 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7317 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7177 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7187 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7058 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7190 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  200000	      7029 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     72700 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     72217 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     73027 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     73190 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     68626 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     70418 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     70132 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     72683 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     94371 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   20000	     94876 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    758911 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    694022 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    694929 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    688206 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    702458 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    735284 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    730055 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    728329 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    746330 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    2000	    701384 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   7383809 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   7116602 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   6836524 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   6848281 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   6885956 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   6958827 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   6851803 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   7207203 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   7198826 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     200	   7079726 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillListStack/10000-4            	      20	  75131730 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListStack/10000-4            	      20	  73532247 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListStack/10000-4            	      20	  75269276 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListStack/10000-4            	      20	  89429479 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListStack/10000-4            	      20	  72651789 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListStack/10000-4            	      20	  82575248 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListStack/10000-4            	      20	  76774836 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListStack/10000-4            	      20	  77122094 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListStack/10000-4            	      10	 117604296 ns/op	64000024 B/op	 2000000 allocs/op
BenchmarkRefillListStack/10000-4            	      20	  73273376 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillListStack/100000-4           	       1	2278214082 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1972056471 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListStack/100000-4           	       1	2228768193 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListStack/100000-4           	       1	2143349111 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListStack/100000-4           	       1	2152681970 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListStack/100000-4           	       1	2271869107 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListStack/100000-4           	       1	2146545482 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListStack/100000-4           	       1	2125162156 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1912047073 ns/op	640000144 B/op	20000002 allocs/op
BenchmarkRefillListStack/100000-4           	       1	2333113611 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	        79.0 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	        73.9 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	        68.3 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	       100 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	        70.3 ns/op	      64 B/op	       2 allocs/op
